client_id,age_bins,client_age,sex,sales,nb_orders,nb_prod,date_first_order,month_first_order,active_days,active_month,avg_order_value,freq_orders,nb_prod_order
c_1008,"(53, 59]",56,m,45.97,2,3,2021-06-20 12:08:59.391165,2021-06,253 days 11:50:58.649307000,8.433333333333334,22.985,0.23715415019762845,1.5
c_1009,"(23, 29]",28,f,298.64000000000004,5,10,2021-03-06 20:19:53.803918,2021-03,359 days 03:40:04.236554000,11.966666666666667,59.72800000000001,0.4178272980501393,2.0
c_101,"(17, 23]",21,m,214.98999999999998,4,11,2021-05-03 08:47:32.208680,2021-05,301 days 15:12:25.831792000,10.033333333333333,53.747499999999995,0.39867109634551495,2.75
c_1010,"(23, 29]",28,m,838.83,11,15,2021-04-12 03:08:40.704347,2021-04,322 days 20:51:17.336125000,10.733333333333333,76.25727272727273,1.0248447204968945,1.3636363636363635
c_1011,"(17, 23]",23,f,1042.3000000000002,10,34,2021-03-12 19:45:49.549333,2021-03,353 days 04:14:08.491139000,11.766666666666667,104.23000000000002,0.8498583569405098,3.4
c_1012,"(59, 65]",65,f,193.62,11,13,2021-03-26 02:06:40.628163,2021-03,339 days 21:53:17.412309000,11.3,17.60181818181818,0.9734513274336283,1.1818181818181819
c_1013,"(35, 41]",40,m,1291.9900000000005,40,88,2021-03-14 06:53:01.811787,2021-03,351 days 17:06:56.228685000,11.7,32.29975000000001,3.418803418803419,2.2
c_1014,"(29, 35]",33,m,1427.9000000000003,45,110,2021-03-03 02:38:09.568389,2021-03,362 days 21:21:48.472083000,12.066666666666666,31.73111111111112,3.729281767955801,2.4444444444444446
c_1015,"(65, 71]",69,m,913.7400000000002,38,54,2021-03-19 00:11:46.084502,2021-03,346 days 23:48:11.955970000,11.533333333333333,24.045789473684216,3.294797687861272,1.4210526315789473
c_1016,"(41, 47]",42,m,1224.3500000000004,42,102,2021-03-05 14:42:30.301809,2021-03,360 days 09:17:27.738663000,12.0,29.151190476190486,3.5,2.4285714285714284
c_1017,"(41, 47]",47,f,1044.5800000000002,34,79,2021-04-03 15:35:20.791740,2021-04,331 days 08:24:37.248732000,11.033333333333333,30.72294117647059,3.081570996978852,2.323529411764706
c_1018,"(23, 29]",29,f,762.53,6,11,2021-03-14 15:22:21.338658,2021-03,351 days 08:37:36.701814000,11.7,127.08833333333332,0.5128205128205129,1.8333333333333333
c_1019,"(71, 77]",74,f,214.66000000000003,6,13,2021-03-22 08:48:36.162288,2021-03,343 days 15:11:21.878184000,11.433333333333334,35.77666666666667,0.5247813411078717,2.1666666666666665
c_102,"(35, 41]",40,m,192.17000000000002,5,13,2021-03-26 00:57:15.455145,2021-03,339 days 23:02:42.585327000,11.3,38.434000000000005,0.44247787610619466,2.6
c_1020,"(41, 47]",47,m,269.56000000000006,8,19,2021-04-11 06:48:51.269428,2021-04,323 days 17:11:06.771044000,10.766666666666667,33.69500000000001,0.7430340557275541,2.375
c_1021,"(17, 23]",23,f,590.79,8,10,2021-04-13 08:38:41.762460,2021-04,321 days 15:21:16.278012000,10.7,73.84875,0.7476635514018692,1.25
c_1022,"(23, 29]",26,m,623.7300000000001,9,14,2021-03-04 13:25:58.191804,2021-03,361 days 10:33:59.848668000,12.033333333333333,69.30333333333334,0.7479224376731302,1.5555555555555556
c_1023,"(17, 23]",23,m,1293.1699999999998,17,26,2021-05-08 17:47:39.244564,2021-05,296 days 06:12:18.795908000,9.866666666666667,76.06882352941176,1.7229729729729728,1.5294117647058822
c_1024,"(47, 53]",52,f,128.04999999999998,6,7,2021-03-21 15:14:53.916155,2021-03,344 days 08:45:04.124317000,11.466666666666667,21.341666666666665,0.5232558139534884,1.1666666666666667
c_1025,"(35, 41]",38,m,1612.5000000000007,60,124,2021-03-03 05:26:54.823411,2021-03,362 days 18:33:03.217061000,12.066666666666666,26.87500000000001,4.972375690607735,2.066666666666667
c_1026,"(23, 29]",24,m,997.0600000000001,12,21,2021-03-07 05:07:24.127908,2021-03,358 days 18:52:33.912564000,11.933333333333334,83.08833333333334,1.005586592178771,1.75
c_1027,"(41, 47]",43,f,728.3400000000004,26,55,2021-03-21 00:39:56.467563,2021-03,344 days 23:20:01.572909000,11.466666666666667,28.013076923076937,2.2674418604651163,2.1153846153846154
c_1028,"(35, 41]",36,m,1645.1500000000003,55,139,2021-03-03 23:53:30.633157,2021-03,362 days 00:06:27.407315000,12.066666666666666,29.911818181818187,4.558011049723757,2.5272727272727273
c_1029,"(65, 71]",66,m,113.70999999999998,5,7,2021-04-09 20:07:21.835608,2021-04,325 days 03:52:36.204864000,10.833333333333334,22.741999999999997,0.4615384615384615,1.4
c_103,"(35, 41]",36,f,1354.7,47,109,2021-03-04 05:48:00.482557,2021-03,361 days 18:11:57.557915000,12.033333333333333,28.82340425531915,3.9058171745152355,2.3191489361702127
c_1030,"(71, 77]",74,m,234.59,13,16,2021-03-21 06:36:27.980218,2021-03,344 days 17:23:30.060254000,11.466666666666667,18.045384615384616,1.1337209302325582,1.2307692307692308
c_1031,"(53, 59]",59,f,1538.7700000000002,61,77,2021-03-01 16:56:34.949950,2021-03,364 days 07:03:23.090522000,12.133333333333333,25.225737704918036,5.027472527472527,1.2622950819672132
c_1032,"(53, 59]",59,m,351.56000000000006,17,25,2021-04-11 05:30:31.499521,2021-04,323 days 18:29:26.540951000,10.766666666666667,20.680000000000003,1.5789473684210524,1.4705882352941178
c_1033,"(17, 23]",22,f,278.41999999999996,3,4,2021-06-22 05:45:00.516684,2021-06,251 days 18:14:57.523788000,8.366666666666667,92.80666666666666,0.3585657370517928,1.3333333333333333
c_1034,"(53, 59]",58,f,100.77,4,6,2021-07-15 04:19:25.748219,2021-07,228 days 19:40:32.292253000,7.6,25.1925,0.5263157894736842,1.5
c_1035,"(35, 41]",41,f,128.5,3,8,2021-04-05 02:38:28.799483,2021-04,329 days 21:21:29.240989000,10.966666666666667,42.833333333333336,0.2735562310030395,2.6666666666666665
c_1036,"(41, 47]",46,f,236.51,7,18,2021-04-12 23:48:25.526075,2021-04,322 days 00:11:32.514397000,10.733333333333333,33.787142857142854,0.6521739130434783,2.5714285714285716
c_1037,"(59, 65]",61,m,767.56,31,48,2021-04-01 22:48:12.398355,2021-04,333 days 01:11:45.642117000,11.1,24.759999999999998,2.7927927927927927,1.5483870967741935
c_1038,"(17, 23]",20,m,458.6200000000001,9,17,2021-05-24 13:57:24.567925,2021-05,280 days 10:02:33.472547000,9.333333333333334,50.95777777777779,0.9642857142857142,1.8888888888888888
c_1039,"(53, 59]",59,f,682.7500000000001,26,38,2021-03-22 06:07:24.729311,2021-03,343 days 17:52:33.311161000,11.433333333333334,26.25961538461539,2.2740524781341107,1.4615384615384615
c_104,"(23, 29]",27,m,89.23,2,3,2021-03-23 06:24:17.883988,2021-03,342 days 17:35:40.156484000,11.4,44.615,0.17543859649122806,1.5
c_1040,"(41, 47]",44,m,231.79000000000002,9,20,2021-03-25 03:21:15.138229,2021-03,340 days 20:38:42.902243000,11.333333333333334,25.754444444444445,0.7941176470588235,2.2222222222222223
c_1041,"(41, 47]",45,f,244.98000000000005,6,20,2021-06-13 02:47:24.136443,2021-06,260 days 21:12:33.904029000,8.666666666666666,40.830000000000005,0.6923076923076924,3.3333333333333335
c_1042,"(17, 23]",18,f,193.57999999999998,4,6,2021-06-25 12:07:15.956870,2021-06,248 days 11:52:42.083602000,8.266666666666667,48.394999999999996,0.48387096774193544,1.5
c_1043,"(41, 47]",45,f,499.0800000000001,18,46,2021-04-03 03:17:38.900840,2021-04,331 days 20:42:19.139632000,11.033333333333333,27.726666666666674,1.6314199395770392,2.5555555555555554
c_1044,"(65, 71]",66,m,208.95999999999998,9,11,2021-03-06 03:27:41.455524,2021-03,359 days 20:32:16.584948000,11.966666666666667,23.217777777777776,0.7520891364902507,1.2222222222222223
c_1045,"(47, 53]",50,f,478.9400000000001,10,34,2021-04-04 11:06:10.511644,2021-04,330 days 12:53:47.528828000,11.0,47.89400000000001,0.9090909090909091,3.4
c_1046,"(17, 23]",18,m,486.16,7,19,2021-03-09 05:06:39.653964,2021-03,356 days 18:53:18.386508000,11.866666666666667,69.45142857142858,0.5898876404494382,2.7142857142857144
c_1047,"(47, 53]",49,m,429.84000000000003,15,33,2021-03-27 06:45:07.500141,2021-03,338 days 17:14:50.540331000,11.266666666666667,28.656000000000002,1.331360946745562,2.2
c_1048,"(23, 29]",24,m,435.98,7,9,2021-04-26 01:18:58.190047,2021-04,308 days 22:40:59.850425000,10.266666666666667,62.28285714285715,0.6818181818181818,1.2857142857142858
c_1049,"(53, 59]",56,m,481.1400000000001,15,29,2021-03-11 16:45:25.023561,2021-03,354 days 07:14:33.016911000,11.8,32.07600000000001,1.271186440677966,1.9333333333333333
c_105,"(41, 47]",46,f,261.35,9,21,2021-03-27 04:22:23.097692,2021-03,338 days 19:37:34.942780000,11.266666666666667,29.03888888888889,0.7988165680473372,2.3333333333333335
c_1050,"(35, 41]",37,f,1510.1400000000008,55,117,2021-03-03 11:20:19.025758,2021-03,362 days 12:39:39.014714000,12.066666666666666,27.457090909090923,4.558011049723757,2.1272727272727274
c_1051,"(53, 59]",54,f,641.2000000000002,32,41,2021-03-15 14:59:52.292207,2021-03,350 days 09:00:05.748265000,11.666666666666666,20.037500000000005,2.742857142857143,1.28125
c_1052,"(17, 23]",21,m,882.7699999999999,8,19,2021-03-01 20:35:35.567503,2021-03,364 days 03:24:22.472969000,12.133333333333333,110.34624999999998,0.6593406593406593,2.375
c_1053,"(17, 23]",23,m,812.45,9,20,2021-04-17 21:08:12.621454,2021-04,317 days 02:51:45.419018000,10.566666666666666,90.27222222222223,0.8517350157728707,2.2222222222222223
c_1054,"(53, 59]",57,f,657.1500000000002,26,39,2021-03-09 20:09:02.148595,2021-03,356 days 03:50:55.891877000,11.866666666666667,25.27500000000001,2.191011235955056,1.5
c_1055,"(53, 59]",57,f,772.0000000000001,39,45,2021-03-03 11:59:39.363980,2021-03,362 days 12:00:18.676492000,12.066666666666666,19.7948717948718,3.2320441988950277,1.1538461538461537
c_1056,"(23, 29]",27,f,528.1700000000001,5,9,2021-04-04 07:42:43.384322,2021-04,330 days 16:17:14.656150000,11.0,105.63400000000001,0.45454545454545453,1.8
c_1057,"(41, 47]",45,f,815.39,14,52,2021-04-05 20:10:55.351704,2021-04,329 days 03:49:02.688768000,10.966666666666667,58.24214285714286,1.2765957446808511,3.7142857142857144
c_1058,"(47, 53]",53,f,562.3600000000001,23,30,2021-03-09 04:56:54.071536,2021-03,356 days 19:03:03.968936000,11.866666666666667,24.450434782608703,1.9382022471910112,1.3043478260869565
c_1059,"(23, 29]",26,f,256.73,3,5,2021-04-13 11:49:54.483724,2021-04,321 days 12:10:03.556748000,10.7,85.57666666666667,0.28037383177570097,1.6666666666666667
c_106,"(53, 59]",55,f,81.77,6,6,2021-04-18 10:24:39.569710,2021-04,316 days 13:35:18.470762000,10.533333333333333,13.628333333333332,0.569620253164557,1.0
c_1060,"(47, 53]",49,f,1373.9300000000003,49,115,2021-03-14 17:51:41.250275,2021-03,351 days 06:08:16.790197000,11.7,28.039387755102048,4.188034188034188,2.3469387755102042
c_1061,"(29, 35]",31,m,498.70000000000016,11,35,2021-03-16 22:54:17.353285,2021-03,349 days 01:05:40.687187000,11.633333333333333,45.33636363636365,0.9455587392550143,3.1818181818181817
c_1062,"(35, 41]",36,m,261.05,8,21,2021-06-05 08:33:42.612745,2021-06,268 days 15:26:15.427727000,8.933333333333334,32.63125,0.8955223880597015,2.625
c_1063,"(77, 83]",83,m,1285.5800000000004,57,73,2021-03-08 16:41:59.102023,2021-03,357 days 07:17:58.938449000,11.9,22.554035087719306,4.7899159663865545,1.280701754385965
c_1064,"(23, 29]",24,m,994.4600000000002,13,23,2021-03-05 23:51:22.369225,2021-03,360 days 00:08:35.671247000,12.0,76.49692307692308,1.0833333333333333,1.7692307692307692
c_1065,"(17, 23]",18,m,670.44,11,16,2021-03-19 14:23:52.059880,2021-03,346 days 09:36:05.980592000,11.533333333333333,60.94909090909091,0.953757225433526,1.4545454545454546
c_1066,"(17, 23]",21,m,246.01,5,14,2021-03-16 16:26:51.125318,2021-03,349 days 07:33:06.915154000,11.633333333333333,49.202,0.42979942693409745,2.8
c_1067,"(29, 35]",35,f,1039.5000000000005,30,86,2021-03-06 01:00:27.418612,2021-03,359 days 22:59:30.621860000,11.966666666666667,34.65000000000001,2.5069637883008355,2.8666666666666667
c_1068,"(35, 41]",40,m,346.34000000000015,10,31,2021-03-10 16:45:21.949947,2021-03,355 days 07:14:36.090525000,11.833333333333334,34.634000000000015,0.8450704225352113,3.1
c_1069,"(23, 29]",24,f,265.44,3,3,2021-04-09 13:45:10.854998,2021-04,325 days 10:14:47.185474000,10.833333333333334,88.48,0.2769230769230769,1.0
c_107,"(35, 41]",38,f,955.9100000000002,33,75,2021-03-05 13:32:43.907997,2021-03,360 days 10:27:14.132475000,12.0,28.966969696969702,2.75,2.272727272727273
c_1070,"(65, 71]",66,f,408.68000000000006,12,26,2021-03-07 18:02:04.542277,2021-03,358 days 05:57:53.498195000,11.933333333333334,34.05666666666667,1.005586592178771,2.1666666666666665
c_1071,"(41, 47]",43,m,603.3700000000002,16,42,2021-05-23 10:44:54.278202,2021-05,281 days 13:15:03.762270000,9.366666666666667,37.710625000000014,1.7081850533807827,2.625
c_1072,"(35, 41]",36,f,604.48,16,44,2021-03-09 07:46:54.950356,2021-03,356 days 16:13:03.090116000,11.866666666666667,37.78,1.348314606741573,2.75
c_1073,"(59, 65]",61,f,158.39,6,13,2021-03-22 11:11:53.402124,2021-03,343 days 12:48:04.638348000,11.433333333333334,26.39833333333333,0.5247813411078717,2.1666666666666665
c_1074,"(41, 47]",44,f,2134.149999999999,62,167,2021-03-01 17:32:41.647159,2021-03,364 days 06:27:16.393313000,12.133333333333333,34.42177419354837,5.10989010989011,2.693548387096774
c_1075,"(47, 53]",51,m,693.2500000000001,24,40,2021-03-07 14:27:46.824258,2021-03,358 days 09:32:11.216214000,11.933333333333334,28.88541666666667,2.011173184357542,1.6666666666666667
c_1076,"(53, 59]",57,f,182.33,8,13,2021-03-29 23:16:48.722209,2021-03,336 days 00:43:09.318263000,11.2,22.79125,0.7142857142857143,1.625
c_1077,"(35, 41]",37,f,1387.8500000000006,38,106,2021-03-10 06:35:19.074302,2021-03,355 days 17:24:38.966170000,11.833333333333334,36.52236842105265,3.2112676056338025,2.789473684210526
c_1078,"(53, 59]",57,f,318.41,16,19,2021-04-02 14:41:47.300013,2021-04,332 days 09:18:10.740459000,11.066666666666666,19.900625,1.4457831325301205,1.1875
c_1079,"(35, 41]",39,f,96.38999999999999,4,6,2021-07-14 16:18:34.444858,2021-07,229 days 07:41:23.595614000,7.633333333333334,24.097499999999997,0.5240174672489083,1.5
c_108,"(35, 41]",41,f,476.6800000000001,18,36,2021-03-29 17:50:26.789067,2021-03,336 days 06:09:31.251405000,11.2,26.48222222222223,1.6071428571428572,2.0
c_1080,"(47, 53]",53,f,442.2600000000001,21,27,2021-03-19 18:35:37.792661,2021-03,346 days 05:24:20.247811000,11.533333333333333,21.060000000000006,1.8208092485549132,1.2857142857142858
c_1081,"(53, 59]",58,m,881.9800000000001,34,49,2021-03-02 05:30:05.831130,2021-03,363 days 18:29:52.209342000,12.1,25.940588235294122,2.809917355371901,1.4411764705882353
c_1082,"(77, 83]",80,m,37.980000000000004,2,3,2021-11-07 19:34:11.554870,2021-11,113 days 04:25:46.485602000,3.7666666666666666,18.990000000000002,0.5309734513274337,1.5
c_1083,"(35, 41]",36,f,421.2900000000001,13,34,2021-03-21 19:39:40.540592,2021-03,344 days 04:20:17.499880000,11.466666666666667,32.406923076923086,1.1337209302325582,2.6153846153846154
c_1084,"(29, 35]",35,f,626.2800000000002,26,56,2021-04-12 05:46:46.436170,2021-04,322 days 18:13:11.604302000,10.733333333333333,24.087692307692315,2.4223602484472053,2.1538461538461537
c_1085,"(35, 41]",41,m,306.6700000000001,10,23,2021-03-19 17:15:12.286906,2021-03,346 days 06:44:45.753566000,11.533333333333333,30.66700000000001,0.8670520231213873,2.3
c_1086,"(35, 41]",41,m,213.84,11,23,2021-03-02 12:15:19.678590,2021-03,363 days 11:44:38.361882000,12.1,19.44,0.9090909090909092,2.090909090909091
c_1087,"(41, 47]",43,m,805.0900000000004,30,66,2021-03-23 07:26:37.011759,2021-03,342 days 16:33:21.028713000,11.4,26.836333333333346,2.631578947368421,2.2
c_1088,"(17, 23]",18,f,283.43,5,7,2021-04-06 18:45:09.734525,2021-04,328 days 05:14:48.305947000,10.933333333333334,56.686,0.4573170731707317,1.4
c_1089,"(47, 53]",51,m,115.16999999999999,5,7,2021-03-15 05:58:29.261538,2021-03,350 days 18:01:28.778934000,11.666666666666666,23.034,0.4285714285714286,1.4
c_109,"(17, 23]",18,f,400.2,4,6,2021-06-18 14:14:49.539672,2021-06,255 days 09:45:08.500800000,8.5,100.05,0.47058823529411764,1.5
c_1090,"(47, 53]",52,f,96.94,4,6,2021-05-13 06:16:14.812598,2021-05,291 days 17:43:43.227874000,9.7,24.235,0.4123711340206186,1.5
c_1091,"(41, 47]",43,f,1807.8500000000006,55,137,2021-03-03 11:16:50.805480,2021-03,362 days 12:43:07.234992000,12.066666666666666,32.87000000000001,4.558011049723757,2.4909090909090907
c_1092,"(47, 53]",50,f,283.40000000000003,12,26,2021-03-04 11:33:43.999502,2021-03,361 days 12:26:14.040970000,12.033333333333333,23.61666666666667,0.997229916897507,2.1666666666666665
c_1093,"(23, 29]",29,f,342.58000000000004,6,11,2021-04-14 04:51:53.090503,2021-04,320 days 19:08:04.949969000,10.666666666666666,57.09666666666667,0.5625,1.8333333333333333
c_1094,"(17, 23]",18,f,590.4200000000001,6,14,2021-03-27 16:17:29.701159,2021-03,338 days 07:42:28.339313000,11.266666666666667,98.40333333333335,0.5325443786982248,2.3333333333333335
c_1095,"(29, 35]",31,f,771.1100000000001,25,58,2021-03-06 19:05:58.782357,2021-03,359 days 04:53:59.258115000,11.966666666666667,30.844400000000004,2.0891364902506964,2.32
c_1096,"(17, 23]",23,f,1135.5200000000002,15,27,2021-03-30 07:33:59.680920,2021-03,335 days 16:25:58.359552000,11.166666666666666,75.70133333333335,1.3432835820895523,1.8
c_1097,"(65, 71]",69,m,269.68,13,15,2021-04-28 20:15:56.762447,2021-04,306 days 03:44:01.278025000,10.2,20.744615384615386,1.2745098039215688,1.1538461538461537
c_1098,"(35, 41]",36,m,715.8100000000002,24,57,2021-04-05 05:15:49.441171,2021-04,329 days 18:44:08.599301000,10.966666666666667,29.825416666666673,2.188449848024316,2.375
c_1099,"(65, 71]",66,f,408.6700000000001,13,22,2021-03-04 16:48:25.027910,2021-03,361 days 07:11:33.012562000,12.033333333333333,31.43615384615385,1.0803324099722993,1.6923076923076923
c_11,"(65, 71]",66,f,332.00000000000006,18,21,2021-03-07 17:57:49.677706,2021-03,358 days 06:02:08.362766000,11.933333333333334,18.444444444444446,1.5083798882681565,1.1666666666666667
c_110,"(41, 47]",47,m,1896.9200000000005,60,149,2021-03-01 11:54:41.426030,2021-03,364 days 12:05:16.614442000,12.133333333333333,31.615333333333343,4.945054945054945,2.4833333333333334
c_1100,"(23, 29]",25,m,806.3699999999999,10,22,2021-08-27 07:16:19.136207,2021-08,185 days 16:43:38.904265000,6.166666666666667,80.63699999999999,1.6216216216216215,2.2
c_1101,"(17, 23]",19,m,605.66,9,13,2021-04-03 17:01:06.414521,2021-04,331 days 06:58:51.625951000,11.033333333333333,67.29555555555555,0.8157099697885196,1.4444444444444444
c_1102,"(35, 41]",38,f,863.3900000000001,27,64,2021-03-03 07:56:55.652435,2021-03,362 days 16:03:02.388037000,12.066666666666666,31.977407407407412,2.2375690607734806,2.3703703703703702
c_1103,"(17, 23]",19,m,278.28,4,5,2021-03-29 00:26:57.141972,2021-03,336 days 23:33:00.898500000,11.2,69.57,0.35714285714285715,1.25
c_1104,"(47, 53]",48,f,1440.49,48,112,2021-03-11 21:05:07.592936,2021-03,354 days 02:54:50.447536000,11.8,30.010208333333335,4.067796610169491,2.3333333333333335
c_1105,"(17, 23]",18,m,292.91,5,18,2021-05-21 07:48:14.842463,2021-05,283 days 16:11:43.198009000,9.433333333333334,58.58200000000001,0.5300353356890459,3.6
c_1106,"(29, 35]",33,f,360.52000000000004,13,28,2021-03-09 18:30:49.119620,2021-03,356 days 05:29:08.920852000,11.866666666666667,27.732307692307696,1.095505617977528,2.1538461538461537
c_1107,"(29, 35]",30,m,290.61,5,12,2021-06-21 11:00:16.412161,2021-06,252 days 12:59:41.628311000,8.4,58.122,0.5952380952380952,2.4
c_1108,"(41, 47]",45,m,108.64999999999999,5,10,2021-03-14 14:16:32.167957,2021-03,351 days 09:43:25.872515000,11.7,21.729999999999997,0.4273504273504274,2.0
c_1109,"(23, 29]",24,f,469.73000000000013,7,15,2021-04-11 06:20:13.995482,2021-04,323 days 17:39:44.044990000,10.766666666666667,67.10428571428574,0.6501547987616099,2.142857142857143
c_111,"(23, 29]",29,m,264.7,5,10,2021-03-17 17:22:46.598004,2021-03,348 days 06:37:11.442468000,11.6,52.94,0.4310344827586207,2.0
c_1110,"(35, 41]",38,f,1850.39,64,157,2021-03-02 19:19:18.551267,2021-03,363 days 04:40:39.489205000,12.1,28.91234375,5.289256198347108,2.453125
c_1111,"(17, 23]",18,f,779.31,10,25,2021-04-14 13:35:03.738921,2021-04,320 days 10:24:54.301551000,10.666666666666666,77.931,0.9375,2.5
c_1112,"(29, 35]",35,f,595.3900000000002,17,46,2021-03-01 02:21:28.131828,2021-03,364 days 21:38:29.908644000,12.133333333333333,35.0229411764706,1.4010989010989012,2.7058823529411766
c_1113,"(47, 53]",50,m,244.47,7,18,2021-03-22 18:50:52.481073,2021-03,343 days 05:09:05.559399000,11.433333333333334,34.924285714285716,0.6122448979591837,2.5714285714285716
c_1114,"(41, 47]",44,f,275.4600000000001,11,23,2021-03-29 10:02:14.870749,2021-03,336 days 13:57:43.169723000,11.2,25.04181818181819,0.9821428571428572,2.090909090909091
c_1115,"(35, 41]",40,f,881.35,30,71,2021-03-14 10:28:47.608567,2021-03,351 days 13:31:10.431905000,11.7,29.378333333333334,2.5641025641025643,2.3666666666666667
c_1116,"(23, 29]",26,f,195.43000000000004,2,6,2021-11-06 18:13:17.756558,2021-11,114 days 05:46:40.283914000,3.8,97.71500000000002,0.5263157894736842,3.0
c_1117,"(29, 35]",30,f,252.86000000000004,5,8,2021-03-10 12:03:16.624913,2021-03,355 days 11:56:41.415559000,11.833333333333334,50.57200000000001,0.4225352112676056,1.6
c_1118,"(41, 47]",46,m,1849.7600000000007,67,158,2021-03-02 03:04:47.717916,2021-03,363 days 20:55:10.322556000,12.1,27.608358208955234,5.537190082644628,2.3582089552238807
c_1119,"(59, 65]",62,f,198.64000000000001,6,16,2021-03-04 09:53:13.320840,2021-03,361 days 14:06:44.719632000,12.033333333333333,33.10666666666667,0.4986149584487535,2.6666666666666665
c_112,"(47, 53]",50,f,501.3600000000002,11,37,2021-03-31 10:10:07.246034,2021-03,334 days 13:49:50.794438000,11.133333333333333,45.57818181818183,0.9880239520958084,3.3636363636363638
c_1120,"(35, 41]",41,m,745.8100000000001,23,54,2021-03-26 07:26:14.863609,2021-03,339 days 16:33:43.176863000,11.3,32.426521739130436,2.0353982300884956,2.347826086956522
c_1121,"(59, 65]",61,m,326.92,10,18,2021-03-16 06:35:45.204137,2021-03,349 days 17:24:12.836335000,11.633333333333333,32.692,0.8595988538681949,1.8
c_1122,"(59, 65]",62,m,1024.5000000000005,48,65,2021-03-02 10:55:05.773641,2021-03,363 days 13:04:52.266831000,12.1,21.34375000000001,3.9669421487603307,1.3541666666666667
c_1123,"(41, 47]",43,f,767.01,14,45,2021-03-28 15:53:57.789072,2021-03,337 days 08:06:00.251400000,11.233333333333333,54.78642857142857,1.2462908011869438,3.2142857142857144
c_1124,"(71, 77]",72,f,479.2800000000001,23,33,2021-03-08 12:45:48.940028,2021-03,357 days 11:14:09.100444000,11.9,20.83826086956522,1.9327731092436975,1.434782608695652
c_1125,"(47, 53]",50,f,650.7900000000002,13,37,2021-03-07 18:21:55.050286,2021-03,358 days 05:38:02.990186000,11.933333333333334,50.060769230769246,1.089385474860335,2.8461538461538463
c_1126,"(53, 59]",54,m,671.5500000000001,40,47,2021-03-13 23:31:54.516253,2021-03,352 days 00:28:03.524219000,11.733333333333333,16.78875,3.409090909090909,1.175
c_1127,"(23, 29]",27,m,504.62000000000006,8,13,2021-03-10 20:11:13.822728,2021-03,355 days 03:48:44.217744000,11.833333333333334,63.07750000000001,0.676056338028169,1.625
c_1128,"(53, 59]",59,f,360.42999999999995,19,24,2021-03-28 15:47:41.651025,2021-03,337 days 08:12:16.389447000,11.233333333333333,18.97,1.6913946587537094,1.263157894736842
c_1129,"(35, 41]",38,f,233.07000000000002,5,16,2021-04-25 21:47:41.337467,2021-04,309 days 02:12:16.703005000,10.3,46.614000000000004,0.48543689320388345,3.2
c_113,"(47, 53]",48,m,478.7000000000001,11,34,2021-03-28 03:44:22.659747,2021-03,337 days 20:15:35.380725000,11.233333333333333,43.51818181818183,0.9792284866468843,3.090909090909091
c_1130,"(41, 47]",43,f,725.1600000000002,17,45,2021-03-06 23:12:24.421957,2021-03,359 days 00:47:33.618515000,11.966666666666667,42.65647058823531,1.4206128133704736,2.6470588235294117
c_1131,"(17, 23]",18,m,503.07000000000005,6,9,2021-05-28 15:27:43.632576,2021-05,276 days 08:32:14.407896000,9.2,83.84500000000001,0.6521739130434783,1.5
