client_id,age_bins,client_age,month_first_order,sex,sales,nb_order,avg_order_value,nb_prod
c_1115,"(35, 41]",40.0,2021-03,f,881.35,30,29.378333333333334,71
c_1116,"(23, 29]",26.0,2021-11,f,195.43000000000004,2,97.71500000000002,6
c_1117,"(29, 35]",30.0,2021-03,f,252.86000000000004,5,50.57200000000001,8
c_1118,"(41, 47]",46.0,2021-03,m,1849.7600000000007,67,27.608358208955234,158
c_1119,"(59, 65]",62.0,2021-03,f,198.64000000000001,6,33.10666666666667,16
c_112,"(47, 53]",50.0,2021-03,f,501.3600000000002,11,45.57818181818183,37
c_1120,"(35, 41]",41.0,2021-03,m,745.8100000000001,23,32.426521739130436,54
c_1121,"(59, 65]",61.0,2021-03,m,326.92,10,32.692,18
c_1122,"(59, 65]",62.0,2021-03,m,1024.5000000000005,48,21.34375000000001,65
c_1123,"(41, 47]",43.0,2021-03,f,767.01,14,54.78642857142857,45
c_1124,"(71, 77]",72.0,2021-03,f,479.2800000000001,23,20.83826086956522,33
c_1125,"(47, 53]",50.0,2021-03,f,650.7900000000002,13,50.060769230769246,37
c_1126,"(53, 59]",54.0,2021-03,m,671.5500000000001,40,16.78875,47
c_1127,"(23, 29]",27.0,2021-03,m,504.62000000000006,8,63.07750000000001,13
c_1128,"(53, 59]",59.0,2021-03,f,360.42999999999995,19,18.97,24
c_1129,"(35, 41]",38.0,2021-04,f,233.07000000000002,5,46.614000000000004,16
c_113,"(47, 53]",48.0,2021-03,m,478.7000000000001,11,43.51818181818183,34
c_1130,"(41, 47]",43.0,2021-03,f,725.1600000000002,17,42.65647058823531,45
c_1131,"(17, 23]",18.0,2021-05,m,503.07000000000005,6,83.84500000000001,9
c_1132,"(41, 47]",44.0,2021-03,m,414.35000000000014,14,29.596428571428582,27
c_1133,"(41, 47]",46.0,2021-03,f,1069.7300000000005,41,26.09097560975611,86
c_1134,"(17, 23]",18.0,2021-03,m,118.92999999999999,3,39.64333333333333,4
c_1135,"(53, 59]",56.0,2021-03,f,124.55999999999999,6,20.759999999999998,7
c_1136,"(83, 89]",85.0,2021-03,f,343.21,21,16.343333333333334,24
c_1137,"(77, 83]",79.0,2021-03,m,850.8700000000001,39,21.81717948717949,50
c_1138,"(41, 47]",45.0,2021-03,f,1196.9900000000005,44,27.20431818181819,99
c_1139,"(35, 41]",41.0,2021-03,m,1253.4,39,32.13846153846154,91
c_114,"(17, 23]",18.0,2021-05,f,170.29000000000002,5,34.05800000000001,9
c_1140,"(17, 23]",19.0,2021-03,m,272.93,5,54.586,7
c_1141,"(17, 23]",18.0,2021-11,f,38.339999999999996,1,38.339999999999996,3
c_1142,"(65, 71]",71.0,2021-03,f,280.53,8,35.06625,15
c_1143,"(17, 23]",18.0,2021-03,m,979.4800000000002,16,61.217500000000015,21
c_1144,"(41, 47]",47.0,2021-04,m,725.7000000000002,26,27.911538461538466,59
c_1145,"(41, 47]",46.0,2021-03,m,1089.33,33,33.01,86
c_1146,"(47, 53]",53.0,2021-04,m,232.21,11,21.11,14
c_1147,"(23, 29]",24.0,2021-03,f,431.92,6,71.98666666666666,8
c_1148,"(59, 65]",64.0,2021-03,m,468.3000000000002,12,39.02500000000001,28
c_1149,"(17, 23]",22.0,2021-03,f,1971.55,24,82.14791666666666,34
c_115,"(41, 47]",43.0,2021-04,f,145.07,6,24.17833333333333,12
c_1150,"(41, 47]",45.0,2021-03,m,387.1500000000001,12,32.26250000000001,28
c_1151,"(65, 71]",66.0,2021-03,f,872.5200000000004,43,20.291162790697683,53
c_1152,"(35, 41]",40.0,2021-03,m,858.8700000000003,25,34.35480000000001,68
c_1153,"(41, 47]",44.0,2021-03,m,929.3900000000001,30,30.97966666666667,71
c_1154,"(35, 41]",36.0,2021-04,f,740.2700000000002,20,37.01350000000001,57
c_1155,"(65, 71]",71.0,2021-03,f,247.55,11,22.504545454545454,20
c_1156,"(59, 65]",64.0,2021-03,f,532.1200000000001,35,15.203428571428574,39
c_1157,"(53, 59]",57.0,2021-06,f,74.53999999999999,5,14.907999999999998,6
c_1158,"(29, 35]",30.0,2021-03,f,548.99,10,54.899,11
c_1159,"(23, 29]",26.0,2021-05,f,209.47,3,69.82333333333334,3
c_116,"(23, 29]",26.0,2021-03,f,806.82,10,80.682,19
c_1160,"(35, 41]",37.0,2021-04,m,172.41,7,24.63,14
c_1161,"(47, 53]",51.0,2021-03,m,159.10999999999999,7,22.729999999999997,10
c_1162,"(59, 65]",64.0,2021-04,f,287.72,10,28.772000000000002,18
c_1163,"(65, 71]",69.0,2021-03,f,270.71000000000004,11,24.610000000000003,15
c_1164,"(71, 77]",72.0,2021-04,f,194.86000000000004,6,32.476666666666674,16
c_1165,"(53, 59]",57.0,2021-04,f,509.4300000000002,22,23.1559090909091,34
c_1166,"(35, 41]",41.0,2021-03,m,226.99,13,17.46076923076923,22
c_1167,"(41, 47]",45.0,2021-03,f,645.4800000000002,21,30.737142857142867,48
c_1168,"(29, 35]",33.0,2021-03,m,887.7300000000004,24,36.98875000000002,65
c_1169,"(23, 29]",25.0,2021-04,m,1236.06,14,88.28999999999999,22
c_117,"(29, 35]",34.0,2021-03,f,826.73,23,35.944782608695654,63
c_1170,"(29, 35]",34.0,2021-03,m,476.34000000000015,17,28.02000000000001,38
c_1171,"(83, 89]",87.0,2021-03,m,139.17999999999998,6,23.196666666666662,11
c_1172,"(23, 29]",28.0,2021-03,f,859.1100000000001,12,71.59250000000002,17
c_1173,"(23, 29]",26.0,2021-03,m,977.21,18,54.28944444444445,26
c_1174,"(47, 53]",53.0,2021-05,m,274.68,7,39.24,15
c_1175,"(47, 53]",51.0,2021-03,f,231.96000000000004,14,16.56857142857143,17
c_1176,"(17, 23]",21.0,2021-05,m,405.61,8,50.70125,10
c_1177,"(41, 47]",45.0,2021-03,f,1421.4300000000005,38,37.40605263157896,105
c_1178,"(35, 41]",38.0,2021-03,m,1415.3800000000003,46,30.769130434782618,108
c_1179,"(17, 23]",20.0,2021-03,m,704.86,11,64.07818181818182,32
c_118,"(47, 53]",49.0,2021-03,f,349.55000000000007,9,38.838888888888896,26
c_1180,"(53, 59]",58.0,2021-03,f,180.10000000000002,9,20.011111111111113,11
c_1181,"(17, 23]",20.0,2021-03,m,453.7,5,90.74,8
c_1182,"(35, 41]",38.0,2021-03,m,312.25,11,28.386363636363637,24
c_1183,"(41, 47]",43.0,2021-03,m,1631.8100000000004,62,26.319516129032266,134
c_1184,"(59, 65]",64.0,2021-04,f,108.43999999999998,6,18.07333333333333,7
c_1185,"(17, 23]",18.0,2021-03,m,591.58,8,73.9475,10
c_1186,"(23, 29]",26.0,2021-03,f,1080.49,11,98.22636363636364,14
c_1187,"(17, 23]",20.0,2021-04,f,334.75,6,55.791666666666664,8
c_1188,"(71, 77]",75.0,2021-03,f,179.06,8,22.3825,10
c_1189,"(35, 41]",37.0,2021-03,m,1069.9000000000003,31,34.51290322580646,83
c_119,"(17, 23]",18.0,2021-03,f,1414.6000000000001,22,64.30000000000001,34
c_1190,"(41, 47]",47.0,2021-03,m,810.0000000000003,23,35.21739130434784,60
c_1191,"(23, 29]",24.0,2021-04,f,982.1900000000003,16,61.38687500000002,23
c_1192,"(23, 29]",26.0,2021-03,f,803.79,10,80.37899999999999,14
c_1193,"(29, 35]",32.0,2021-03,f,907.7500000000002,28,32.41964285714287,66
c_1194,"(17, 23]",23.0,2021-04,f,1040.4399999999998,8,130.05499999999998,13
c_1195,"(53, 59]",57.0,2021-04,m,410.87000000000006,20,20.5435,24
c_1196,"(41, 47]",42.0,2021-03,m,1020.8900000000002,29,35.20310344827587,76
c_1197,"(41, 47]",47.0,2021-03,m,874.8100000000003,19,46.042631578947386,46
c_1198,"(23, 29]",29.0,2021-04,f,231.89000000000001,4,57.972500000000004,8
c_1199,"(29, 35]",32.0,2021-03,f,1299.57,47,27.65042553191489,98
c_12,"(65, 71]",68.0,2021-09,f,117.28,2,58.64,5
c_120,"(23, 29]",24.0,2021-06,f,405.93,7,57.99,24
c_1200,"(41, 47]",43.0,2021-03,m,1521.870000000001,48,31.705625000000023,118
c_1201,"(29, 35]",31.0,2021-03,m,172.67,7,24.667142857142856,14
c_1202,"(41, 47]",44.0,2021-03,m,757.45,22,34.429545454545455,58
c_1203,"(23, 29]",29.0,2021-03,f,576.66,7,82.38,10
c_1204,"(59, 65]",63.0,2021-04,f,223.04000000000002,6,37.17333333333334,11
c_1205,"(29, 35]",30.0,2021-04,f,278.24000000000007,4,69.56000000000002,10
c_1206,"(53, 59]",54.0,2021-04,f,118.77999999999999,5,23.755999999999997,7
c_1207,"(53, 59]",59.0,2021-03,f,676.2100000000002,31,21.81322580645162,50
c_1208,"(83, 89]",88.0,2021-04,m,840.8900000000003,36,23.358055555555566,47
c_1209,"(47, 53]",51.0,2021-03,m,198.9,11,18.081818181818182,13
c_121,"(47, 53]",52.0,2021-06,m,129.98,4,32.495,9
c_1210,"(23, 29]",25.0,2021-04,m,146.0,3,48.666666666666664,3
c_1211,"(53, 59]",59.0,2021-08,m,109.10999999999999,6,18.185,7
c_1212,"(47, 53]",48.0,2021-03,m,924.1000000000001,25,36.964000000000006,69
c_1213,"(77, 83]",83.0,2021-03,f,528.53,17,31.09,28
c_1214,"(41, 47]",47.0,2021-03,f,787.5900000000003,26,30.291923076923087,65
c_1215,"(41, 47]",42.0,2021-03,f,618.44,23,26.888695652173915,50
c_1216,"(65, 71]",69.0,2021-04,m,567.24,8,70.905,39
c_1217,"(71, 77]",77.0,2021-05,f,326.67,7,46.667142857142856,16
c_1218,"(41, 47]",46.0,2021-04,m,573.6300000000002,14,40.97357142857145,37
c_1219,"(59, 65]",65.0,2021-03,f,67.65,3,22.55,5
c_122,"(41, 47]",42.0,2021-03,m,1235.6499999999999,39,31.68333333333333,88
c_1220,"(71, 77]",72.0,2021-03,f,444.3100000000001,23,19.317826086956526,27
c_1221,"(47, 53]",48.0,2021-03,f,1181.6100000000006,40,29.540250000000015,94
c_1222,"(35, 41]",41.0,2021-03,f,844.5700000000006,24,35.19041666666669,70
c_1223,"(53, 59]",59.0,,m,0.0,0,,0
c_1224,"(65, 71]",67.0,2021-03,f,339.88,15,22.658666666666665,19
c_1225,"(29, 35]",35.0,2021-04,f,483.41000000000025,15,32.22733333333335,43
c_1226,"(29, 35]",30.0,2021-04,f,1153.79,17,67.87,24
c_1227,"(65, 71]",68.0,2021-04,f,247.81000000000003,7,35.401428571428575,14
c_1228,"(35, 41]",36.0,2021-04,f,485.7299999999999,14,34.69499999999999,35
c_1229,"(47, 53]",48.0,2021-03,f,1499.470000000001,48,31.238958333333354,115
c_123,"(53, 59]",57.0,2021-03,f,257.49,15,17.166,19
c_1230,"(23, 29]",29.0,2021-03,m,701.3400000000001,13,53.94923076923078,32
c_1231,"(17, 23]",19.0,2021-03,m,1424.2900000000002,16,89.01812500000001,30
c_1232,"(59, 65]",62.0,2021-09,f,19.85,1,19.85,1
c_1233,"(47, 53]",52.0,2021-03,f,325.51000000000005,10,32.551,20
c_1234,"(65, 71]",71.0,2021-05,f,119.43999999999998,4,29.859999999999996,7
c_1235,"(35, 41]",37.0,2021-03,m,248.62000000000006,9,27.62444444444445,22
c_1236,"(29, 35]",35.0,2021-04,m,457.8600000000001,16,28.616250000000008,40
c_1237,"(17, 23]",23.0,2021-03,f,917.6500000000001,10,91.76500000000001,20
c_1238,"(59, 65]",63.0,2021-04,f,320.47,9,35.607777777777784,19
c_1239,"(35, 41]",37.0,2021-03,m,1481.5900000000004,50,29.63180000000001,116
c_124,"(23, 29]",29.0,2021-03,m,430.57000000000005,10,43.057,26
c_1240,"(17, 23]",19.0,2021-03,m,1999.6000000000004,23,86.93913043478263,35
c_1241,"(59, 65]",65.0,2021-03,m,382.86000000000007,14,27.347142857142863,21
c_1242,"(41, 47]",42.0,2021-03,f,388.5200000000001,11,35.32000000000001,28
c_1243,"(35, 41]",39.0,2021-03,m,592.9500000000002,22,26.952272727272735,50
c_1244,"(29, 35]",30.0,2021-03,f,826.3799999999999,11,75.12545454545453,16
c_1245,"(29, 35]",33.0,2021-03,m,408.30000000000007,16,25.518750000000004,31
c_1246,"(17, 23]",22.0,2021-03,m,792.32,11,72.02909090909091,16
c_1247,"(35, 41]",41.0,2021-03,f,1106.8400000000001,36,30.74555555555556,81
c_1248,"(59, 65]",64.0,2021-04,f,332.32000000000005,5,66.46400000000001,16
c_1249,"(59, 65]",63.0,2021-03,f,1096.7600000000002,53,20.69358490566038,70
c_125,"(17, 23]",20.0,2021-04,m,417.21000000000004,6,69.53500000000001,10
c_1250,"(41, 47]",43.0,2021-03,f,1212.35,46,26.355434782608693,105
c_1251,"(29, 35]",33.0,2021-03,f,283.37000000000006,8,35.42125000000001,22
c_1252,"(41, 47]",47.0,2021-03,m,1924.630000000001,59,32.620847457627136,150
c_1253,"(53, 59]",55.0,2021-03,f,817.8400000000001,24,34.076666666666675,43
c_1254,"(65, 71]",68.0,2021-03,m,288.92,10,28.892000000000003,21
c_1255,"(29, 35]",34.0,2021-03,m,608.5400000000001,18,33.80777777777778,48
c_1256,"(53, 59]",56.0,2021-03,f,384.32,8,48.04,29
c_1257,"(41, 47]",45.0,2021-03,m,605.2600000000001,19,31.855789473684215,39
c_1258,"(17, 23]",22.0,2021-05,m,543.73,8,67.96625,19
c_1259,"(41, 47]",44.0,2021-03,m,526.8100000000001,18,29.267222222222227,42
c_126,"(47, 53]",51.0,2021-04,f,161.59999999999997,7,23.085714285714282,11
c_1260,"(65, 71]",67.0,2021-03,m,439.59000000000003,12,36.6325,25
c_1261,"(35, 41]",37.0,2021-03,m,1559.9300000000005,53,29.43264150943397,136
c_1262,"(23, 29]",26.0,2021-03,f,1478.5200000000002,19,77.81684210526316,42
c_1263,"(53, 59]",58.0,2021-04,f,202.06,8,25.2575,11
c_1264,"(47, 53]",49.0,2021-03,m,342.2000000000001,9,38.02222222222223,27
c_1265,"(59, 65]",60.0,2021-03,m,836.8300000000002,36,23.245277777777783,44
c_1266,"(41, 47]",47.0,2021-03,f,606.2100000000002,20,30.310500000000008,44
c_1267,"(47, 53]",48.0,2021-04,f,274.2300000000001,11,24.930000000000007,23
c_1268,"(41, 47]",47.0,2021-03,f,320.04999999999995,12,26.67083333333333,24
c_1269,"(17, 23]",22.0,2021-06,m,116.97999999999999,1,116.97999999999999,2
c_127,"(29, 35]",34.0,2021-03,m,412.93,11,37.53909090909091,29
c_1270,"(53, 59]",55.0,2022-01,m,63.06999999999999,1,63.06999999999999,2
c_1271,"(23, 29]",25.0,2021-07,m,386.37000000000006,7,55.195714285714295,16
c_1272,"(35, 41]",37.0,2021-03,f,591.8800000000001,14,42.27714285714286,43
c_1273,"(23, 29]",27.0,2021-06,f,331.8100000000001,6,55.301666666666684,20
c_1274,"(53, 59]",54.0,2021-04,f,970.7200000000004,28,34.66857142857144,60
c_1275,"(53, 59]",58.0,2021-03,f,387.9500000000001,14,27.710714285714293,23
c_1276,"(53, 59]",57.0,2021-08,m,116.73,8,14.59125,9
c_1277,"(23, 29]",27.0,2021-06,m,168.76999999999998,4,42.192499999999995,7
c_1278,"(29, 35]",35.0,2021-03,m,710.8000000000002,26,27.338461538461544,60
c_1279,"(53, 59]",58.0,2021-03,m,1445.32,64,22.583125,86
c_128,"(71, 77]",75.0,2021-03,f,478.4800000000002,16,29.905000000000012,30
c_1280,"(35, 41]",38.0,2021-03,m,332.14,9,36.904444444444444,25
c_1281,"(23, 29]",27.0,2021-03,f,336.93,5,67.386,9
c_1282,"(23, 29]",26.0,2021-04,m,887.5300000000001,12,73.96083333333334,24
c_1283,"(23, 29]",27.0,2021-03,f,1196.0599999999997,16,74.75374999999998,22
c_1284,"(17, 23]",18.0,2021-06,f,356.15000000000003,6,59.35833333333334,16
c_1285,"(47, 53]",53.0,2021-03,m,59.56,5,11.912,5
c_1286,"(35, 41]",41.0,2021-04,f,956.1700000000003,23,41.572608695652185,69
c_1287,"(59, 65]",60.0,2021-04,f,61.84,6,10.306666666666667,6
c_1288,"(35, 41]",40.0,2021-03,f,296.2300000000001,9,32.914444444444456,23
c_1289,"(23, 29]",29.0,2021-05,f,225.39,4,56.3475,6
c_129,"(59, 65]",63.0,2021-03,m,939.4800000000005,40,23.487000000000013,62
c_1290,"(23, 29]",25.0,2021-03,f,859.0300000000001,12,71.58583333333334,26
c_1291,"(71, 77]",72.0,2021-03,m,646.1800000000003,34,19.005294117647068,40
c_1292,"(35, 41]",40.0,2021-04,m,271.56,11,24.687272727272727,24
c_1293,"(65, 71]",69.0,2021-03,m,190.26000000000002,7,27.180000000000003,13
c_1294,"(59, 65]",63.0,2021-03,f,748.2600000000001,29,25.802068965517243,43
c_1295,"(29, 35]",32.0,2021-04,m,453.83000000000015,12,37.81916666666668,30
c_1296,"(41, 47]",42.0,2021-04,m,708.4300000000003,24,29.51791666666668,49
